SK_ID_CURR	TARGET	NAME_CONTRACT_TYPE	CODE_GENDER	FLAG_OWN_CAR	FLAG_OWN_REALTY	CNT_CHILDREN	AMT_INCOME_TOTAL	AMT_CREDIT	AMT_ANNUITY	AMT_GOODS_PRICE	NAME_TYPE_SUITE	NAME_INCOME_TYPE	NAME_EDUCATION_TYPE	NAME_FAMILY_STATUS	NAME_HOUSING_TYPE	REGION_POPULATION_RELATIVE	DAYS_BIRTH	DAYS_EMPLOYED	DAYS_REGISTRATION	DAYS_ID_PUBLISH	OWN_CAR_AGE	FLAG_MOBIL	FLAG_EMP_PHONE	FLAG_WORK_PHONE	FLAG_CONT_MOBILE	FLAG_PHONE	FLAG_EMAIL	OCCUPATION_TYPE	CNT_FAM_MEMBERS	REGION_RATING_CLIENT	REGION_RATING_CLIENT_W_CITY	WEEKDAY_APPR_PROCESS_START	HOUR_APPR_PROCESS_START	REG_REGION_NOT_LIVE_REGION	REG_REGION_NOT_WORK_REGION	LIVE_REGION_NOT_WORK_REGION	REG_CITY_NOT_LIVE_CITY	REG_CITY_NOT_WORK_CITY	LIVE_CITY_NOT_WORK_CITY	ORGANIZATION_TYPE	EXT_SOURCE_1	EXT_SOURCE_2	EXT_SOURCE_3	APARTMENTS_AVG	BASEMENTAREA_AVG	YEARS_BEGINEXPLUATATION_AVG	YEARS_BUILD_AVG	COMMONAREA_AVG	ELEVATORS_AVG	ENTRANCES_AVG	FLOORSMAX_AVG	FLOORSMIN_AVG	LANDAREA_AVG	LIVINGAPARTMENTS_AVG	LIVINGAREA_AVG	NONLIVINGAPARTMENTS_AVG	NONLIVINGAREA_AVG	APARTMENTS_MODE	BASEMENTAREA_MODE	YEARS_BEGINEXPLUATATION_MODE	YEARS_BUILD_MODE	COMMONAREA_MODE	ELEVATORS_MODE	ENTRANCES_MODE	FLOORSMAX_MODE	FLOORSMIN_MODE	LANDAREA_MODE	LIVINGAPARTMENTS_MODE	LIVINGAREA_MODE	NONLIVINGAPARTMENTS_MODE	NONLIVINGAREA_MODE	APARTMENTS_MEDI	BASEMENTAREA_MEDI	YEARS_BEGINEXPLUATATION_MEDI	YEARS_BUILD_MEDI	COMMONAREA_MEDI	ELEVATORS_MEDI	ENTRANCES_MEDI	FLOORSMAX_MEDI	FLOORSMIN_MEDI	LANDAREA_MEDI	LIVINGAPARTMENTS_MEDI	LIVINGAREA_MEDI	NONLIVINGAPARTMENTS_MEDI	NONLIVINGAREA_MEDI	FONDKAPREMONT_MODE	HOUSETYPE_MODE	TOTALAREA_MODE	WALLSMATERIAL_MODE	EMERGENCYSTATE_MODE	OBS_30_CNT_SOCIAL_CIRCLE	DEF_30_CNT_SOCIAL_CIRCLE	OBS_60_CNT_SOCIAL_CIRCLE	DEF_60_CNT_SOCIAL_CIRCLE	DAYS_LAST_PHONE_CHANGE	FLAG_DOCUMENT_2	FLAG_DOCUMENT_3	FLAG_DOCUMENT_4	FLAG_DOCUMENT_5	FLAG_DOCUMENT_6	FLAG_DOCUMENT_7	FLAG_DOCUMENT_8	FLAG_DOCUMENT_9	FLAG_DOCUMENT_10	FLAG_DOCUMENT_11	FLAG_DOCUMENT_12	FLAG_DOCUMENT_13	FLAG_DOCUMENT_14	FLAG_DOCUMENT_15	FLAG_DOCUMENT_16	FLAG_DOCUMENT_17	FLAG_DOCUMENT_18	FLAG_DOCUMENT_19	FLAG_DOCUMENT_20	FLAG_DOCUMENT_21	AMT_REQ_CREDIT_BUREAU_HOUR	AMT_REQ_CREDIT_BUREAU_DAY	AMT_REQ_CREDIT_BUREAU_WEEK	AMT_REQ_CREDIT_BUREAU_MON	AMT_REQ_CREDIT_BUREAU_QRT	AMT_REQ_CREDIT_BUREAU_YEAR
422114	0	Cash loans	M	Y	N	0	315000.0	545040.0	26509.5	450000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.010006	-12070	-2496	-2831.0	-2812	2.0	1	1	0	1	0	0	Drivers	2.0	2	1	TUESDAY	9	0	0	0	0	0	0	Construction	0.12857479610285094	0.6644366862186071	0.22383131747015547	0.1381	0.1169	0.9945	0.9252	1.0	0.16	0.1379	0.3333	0.375	1.0	0.1076	0.1551	0.0232	0.0711	0.1408	0.1213	0.9945	0.9281	1.0	0.1611	0.1379	0.3333	0.375	1.0	0.1175	0.1616	0.0233	0.0752	0.1395	0.1169	0.9945	0.9262	1.0	0.16	0.1379	0.3333	0.375	1.0	0.1095	0.1578	0.0233	0.0726	reg oper account	block of flats	0.1609	Panel	No	0.0	0.0	0.0	0.0	-344.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
435676	0	Cash loans	M	Y	N	2	225000.0	152820.0	16587.0	135000.0	Unaccompanied	Pensioner	Higher education	Married	House / apartment	0.025164	-14075	365243	-2889.0	-4941	7.0	1	0	0	1	0	0		4.0	2	2	TUESDAY	8	0	0	0	0	0	0	XNA		0.2631435910213423	0.5495965024956946																																																0.0	0.0	0.0	0.0	-1943.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	1.0	1.0
171430	1	Cash loans	M	Y	N	0	225000.0	685386.0	54148.5	585000.0	Unaccompanied	Commercial associate	Secondary / secondary special	Civil marriage	With parents	0.010276	-10061	-1094	-2344.0	-1897	7.0	1	1	0	1	0	0	Security staff	2.0	2	2	THURSDAY	16	1	1	0	1	1	0	Security	0.19719134733493407	0.7307598882638241	0.4686596550493113																																																0.0	0.0	0.0	0.0	-494.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
165273	0	Cash loans	M	N	Y	1	225000.0	699808.5	52452.0	625500.0	Unaccompanied	Working	Secondary / secondary special	Married	With parents	0.005084	-11732	-1221	-949.0	-1491		1	1	0	1	0	0	Managers	3.0	2	2	FRIDAY	15	0	0	0	0	1	1	Self-employed		0.4829736226524749	0.33928769990891394																																																0.0	0.0	0.0	0.0	-803.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
361752	0	Cash loans	M	Y	Y	0	90000.0	147888.0	11812.5	117000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.009334	-21039	-1695	-1328.0	-878	24.0	1	1	0	1	1	0	Drivers	2.0	2	2	TUESDAY	12	0	0	0	0	0	0	Transport: type 3		0.6400154255663288																																																	1.0	0.0	1.0	0.0	-512.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
210468	0	Cash loans	F	N	Y	0	180000.0	1350000.0	37125.0	1350000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.015221	-19105	-931	-10354.0	-2168		1	1	0	1	1	0	Security staff	2.0	2	2	WEDNESDAY	12	0	0	0	0	0	0	Security		0.52255936867787																																																	5.0	0.0	5.0	0.0	-708.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
411471	0	Cash loans	F	Y	Y	0	112500.0	1442952.0	42187.5	1260000.0	Unaccompanied	Pensioner	Secondary / secondary special	Married	House / apartment	0.032561	-22073	365243	-128.0	-3855	3.0	1	0	0	1	0	0		2.0	1	1	MONDAY	10	0	0	0	0	0	0	XNA		0.5548699219508065	0.746300213050371	0.1918	0.0698	0.9995	0.9864	0.0111	0.16	0.069	0.75	0.7917	0.0111	0.1563	0.2176	0.0	0.0	0.1954	0.0724	0.9995	0.9869	0.0113	0.1611	0.069	0.75	0.7917	0.0114	0.1708	0.2267	0.0	0.0	0.1936	0.0698	0.9995	0.9866	0.0112	0.16	0.069	0.75	0.7917	0.0113	0.159	0.2215	0.0	0.0	not specified	block of flats	0.1772	Block	No	0.0	0.0	0.0	0.0	-248.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	0.0
371648	0	Cash loans	M	Y	Y	1	202500.0	760225.5	30280.5	679500.0	Family	Working	Secondary / secondary special	Married	House / apartment	0.025164	-15122	-7855	-3914.0	-4018	1.0	1	1	1	1	1	0	Laborers	3.0	2	2	TUESDAY	10	0	0	0	0	0	0	Transport: type 2		0.5240922217902244	0.746300213050371	0.067	0.059000000000000004	0.9940000000000001	0.9184	0.0153	0.08	0.069	0.3333	0.375	0.0331	0.053	0.0907	0.0077	0.0122	0.0683	0.0612	0.9940000000000001	0.9216	0.0154	0.0806	0.069	0.3333	0.375	0.0339	0.0579	0.0945	0.0078	0.0129	0.0677	0.059000000000000004	0.9940000000000001	0.9195	0.0154	0.08	0.069	0.3333	0.375	0.0337	0.0539	0.0923	0.0078	0.0125	reg oper account	block of flats	0.0752	Stone, brick	No	3.0	1.0	3.0	1.0	-2153.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
318242	0	Cash loans	F	N	N	0	90000.0	481495.5	32305.5	454500.0	Unaccompanied	Pensioner	Secondary / secondary special	Married	House / apartment	0.000938	-21946	365243	-12451.0	-4505		1	0	0	1	1	0		2.0	3	3	MONDAY	13	0	0	0	0	0	0	XNA		0.4193753032525696	0.6706517530862718																																																0.0	0.0	0.0	0.0	-2495.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
422992	0	Cash loans	F	N	Y	1	135000.0	90000.0	9549.0	90000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.025164	-10473	-2882	-997.0	-2576		1	1	1	1	1	0	Laborers	3.0	2	2	FRIDAY	11	0	0	0	0	1	1	Other		0.2622583692422573	0.746300213050371																																																3.0	0.0	3.0	0.0	-1999.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
200109	0	Cash loans	F	N	Y	0	95850.0	640080.0	31261.5	450000.0	Unaccompanied	Working	Secondary / secondary special	Single / not married	With parents	0.016612000000000002	-8698	-1161	-6635.0	-1379		1	1	0	1	0	0	Sales staff	1.0	2	2	WEDNESDAY	17	0	0	0	0	0	0	Self-employed	0.3170284605705683	0.4246077310461692	0.4668640059537032	0.2227	0.1759	0.9911	0.8776	0.1447	0.24	0.2069	0.3333	0.0417	0.1548	0.1765	0.2557	0.0232	0.0276	0.2269	0.1825	0.9911	0.8824	0.146	0.2417	0.2069	0.3333	0.0417	0.1583	0.1928	0.2664	0.0233	0.0292	0.2248	0.1759	0.9911	0.8792	0.1456	0.24	0.2069	0.3333	0.0417	0.1575	0.1796	0.2602	0.0233	0.0282	reg oper account	block of flats	0.2862	Panel	No	0.0	0.0	0.0	0.0	-987.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0
438012	0	Cash loans	F	N	Y	2	157500.0	1066320.0	38430.0	900000.0	Family	Working	Higher education	Civil marriage	House / apartment	0.010643	-17687	-117	-8604.0	-1202		1	1	0	1	0	0		4.0	2	2	SATURDAY	14	0	0	0	0	0	0	Business Entity Type 3	0.6307114669729954	0.7295276148551122	0.5814837058057234	0.0371	0.057999999999999996	0.9806	0.7348	0.055	0.0	0.1034	0.0833	0.125	0.0151	0.0303	0.0354	0.0	0.0102	0.0378	0.0602	0.9806	0.7452	0.0555	0.0	0.1034	0.0833	0.125	0.0154	0.0331	0.0369	0.0	0.0108	0.0375	0.057999999999999996	0.9806	0.7383	0.0553	0.0	0.1034	0.0833	0.125	0.0153	0.0308	0.036000000000000004	0.0	0.0104	reg oper account	block of flats	0.0301	Stone, brick	No	2.0	0.0	2.0	0.0	-2877.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
315075	0	Cash loans	F	Y	Y	0	162000.0	1078200.0	38331.0	900000.0	Unaccompanied	Working	Incomplete higher	Married	House / apartment	0.020246	-8661	-586	-222.0	-27	64.0	1	1	0	1	0	0		2.0	3	3	MONDAY	6	0	0	0	0	0	0	Business Entity Type 3		0.07653055165540942		0.0825	0.0591	0.9985	0.9796		0.08	0.0345	0.625		0.0106		0.1369		0.0153	0.084	0.0613	0.9985	0.9804		0.0806	0.0345	0.625		0.0108		0.1427		0.0162	0.0833	0.0591	0.9985	0.9799		0.08	0.0345	0.625		0.0108		0.1394		0.0156		block of flats	0.1256	Stone, brick	No	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
283245	0	Cash loans	F	N	Y	0	157500.0	886401.0	42772.5	778500.0	Spouse, partner	Working	Secondary / secondary special	Married	House / apartment	0.020713	-16757	-3508	-8457.0	-308		1	1	0	1	0	0	Core staff	2.0	3	2	FRIDAY	7	0	0	0	0	0	0	Medicine		0.7783244070395965	0.6279908192952864																																																0.0	0.0	0.0	0.0	-920.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	1.0
340705	0	Revolving loans	F	Y	Y	1	180000.0	270000.0	13500.0	270000.0	Unaccompanied	Commercial associate	Higher education	Separated	House / apartment	0.003540999999999999	-8976	-111	-1268.0	-748	0.0	1	1	0	1	0	0	Sales staff	2.0	1	1	THURSDAY	15	0	0	0	0	0	0	Other		0.10875278650819137	0.4083588531230431	0.0534	0.0475	0.9921	0.8776	0.0369	0.0532	0.0803	0.2358	0.3125	0.0166	0.0353	0.0549	0.0039	0.0441	0.0294	0.0338	0.9940000000000001	0.8367	0.0372	0.0	0.069	0.1667	0.375	0.0	0.0386	0.028999999999999998	0.0039	0.0	0.037000000000000005	0.0426	0.9921	0.8725	0.0371	0.08	0.069	0.1667	0.375	0.0186	0.0359	0.0388	0.0039	0.0354	not specified	block of flats	0.0274	Stone, brick	No	2.0	1.0	2.0	1.0	-18.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
136849	0	Cash loans	F	N	Y	1	225000.0	810000.0	31653.0	810000.0	Unaccompanied	Commercial associate	Secondary / secondary special	Married	House / apartment	0.026392	-12754	-1201	-1707.0	-1363		1	1	0	1	0	0	Laborers	3.0	2	2	TUESDAY	14	0	0	0	0	0	0	Business Entity Type 3		0.20003603225281705	0.2636468134452008	0.1088		0.9891			0.1	0.1379	0.375				0.0989			0.042		0.9871			0.0403	0.1379	0.375				0.0438			0.1098		0.9891			0.1	0.1379	0.375				0.1007				block of flats	0.033	Stone, brick	No	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
213405	0	Revolving loans	F	N	Y	0	112500.0	135000.0	6750.0	135000.0	Unaccompanied	Working	Secondary / secondary special	Separated	House / apartment	0.04622	-20030	-2112	-8972.0	-3416		1	1	0	1	0	0		1.0	1	1	TUESDAY	13	0	0	0	0	1	1	Business Entity Type 3		0.7397071465842238	0.29708661164720285	0.0928	0.1008	0.9776	0.6940000000000001	0.0142	0.0	0.2069	0.1667	0.2083	0.0856	0.0756	0.087	0.0	0.0	0.0945	0.1046	0.9777	0.706	0.0143	0.0	0.2069	0.1667	0.2083	0.0875	0.0826	0.0906	0.0	0.0	0.0937	0.1008	0.9776	0.6981	0.0143	0.0	0.2069	0.1667	0.2083	0.087	0.077	0.0885	0.0	0.0	reg oper account	block of flats	0.0935	Panel	No	5.0	3.0	5.0	3.0	-447.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0
262145	0	Cash loans	F	N	N	0	76500.0	646920.0	23764.5	540000.0	Unaccompanied	Pensioner	Secondary / secondary special	Married	Municipal apartment	0.010006	-21400	365243	-2678.0	-4105		1	0	0	1	0	0		2.0	2	2	SATURDAY	8	0	0	0	0	0	0	XNA	0.740041671669522	0.3721102589242765	0.4596904504249018																																																0.0	0.0	0.0	0.0	-1089.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0
212695	0	Cash loans	M	Y	Y	2	180000.0	1436850.0	42142.5	1125000.0	Unaccompanied	Commercial associate	Secondary / secondary special	Married	House / apartment	0.018801	-12614	-2050	-3185.0	-3186	17.0	1	1	0	1	0	0	Drivers	4.0	2	2	THURSDAY	9	0	0	0	0	0	0	Business Entity Type 3		0.631844244706489	0.3825018041447388																																																9.0	0.0	8.0	0.0	-1460.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	1.0	8.0
252019	0	Cash loans	F	N	Y	0	51750.0	56880.0	3262.5	45000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.016612000000000002	-19018	-2376	-6731.0	-2557		1	1	1	1	0	0	Security staff	2.0	2	2	MONDAY	9	0	0	0	0	0	0	Business Entity Type 3		0.13163554776545042	0.6496203111237195																																																1.0	0.0	1.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
167844	0	Cash loans	F	N	Y	0	81000.0	253737.0	16344.0	229500.0	Unaccompanied	Working	Secondary / secondary special	Single / not married	House / apartment	0.019101	-15771	-628	-6483.0	-4543		1	1	0	1	1	0	Medicine staff	1.0	2	2	THURSDAY	16	0	0	0	0	0	0	Hotel		0.14130882119060675	0.5585066276769286	0.6299	0.0315	0.9816	0.7416	0.0462	0.0	0.2414	0.2083	0.2083	0.1035	0.1807	0.0927	1.0	0.0064	0.6418	0.0327	0.9816	0.7517	0.0466	0.0	0.2414	0.2083	0.2083	0.1059	0.1974	0.0966	1.0	0.0068	0.636	0.0315	0.9816	0.7451	0.0465	0.0	0.2414	0.2083	0.2083	0.1053	0.1838	0.0944	1.0	0.0066	org spec account	block of flats	0.0982	Panel	No	0.0	0.0	0.0	0.0	-28.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
129634	0	Cash loans	F	N	Y	0	112500.0	203760.0	21523.5	180000.0	Unaccompanied	Working	Higher education	Separated	House / apartment	0.007114	-17823	-4016	-6730.0	-1325		1	1	0	1	0	0	Accountants	1.0	2	2	FRIDAY	12	0	0	0	0	0	0	Restaurant	0.5565841870521231	0.5818844780748371	0.7981372313187245	0.1227	0.1171	0.9771	0.6872	0.021	0.0	0.2759	0.1667	0.2083	0.08800000000000001		0.1045		0.0	0.125	0.1216	0.9772	0.6994	0.0212	0.0	0.2759	0.1667	0.2083	0.09		0.1089		0.0	0.1239	0.1171	0.9771	0.6914	0.0212	0.0	0.2759	0.1667	0.2083	0.0895		0.1064		0.0	reg oper account	block of flats	0.0822	Panel	No	0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
436042	0	Cash loans	F	N	N	0	135000.0	227520.0	14670.0	180000.0	Spouse, partner	State servant	Secondary / secondary special	Married	House / apartment	0.030755	-14997	-2376	-8655.0	-2232		1	1	0	1	0	0	Managers	2.0	2	2	THURSDAY	14	0	0	0	1	1	0	Military	0.4245871039642533	0.5209988043290072	0.2103502286944494																																																0.0	0.0	0.0	0.0	-203.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
109312	0	Revolving loans	F	N	Y	1	72000.0	202500.0	10125.0	202500.0	Unaccompanied	Commercial associate	Higher education	Married	House / apartment	0.026392	-13593	-1457	-4573.0	-785		1	1	0	1	0	0	Sales staff	3.0	2	2	SATURDAY	14	0	0	0	0	0	0	Self-employed	0.5062674950435333	0.6250327744654977		0.0969	0.0863	0.9836			0.0	0.2414	0.1667		0.1552		0.0907		0.0017	0.0987	0.0896	0.9836			0.0	0.2414	0.1667		0.1588		0.0945		0.0018	0.0978	0.0863	0.9836			0.0	0.2414	0.1667		0.1579		0.0923		0.0018		block of flats	0.0862	Panel	No					-504.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
248809	0	Cash loans	F	N	N	0	85500.0	900000.0	35694.0	900000.0	Unaccompanied	Pensioner	Higher education	Separated	House / apartment	0.010032	-21192	365243	-10805.0	-4065		1	0	0	1	1	0		1.0	2	2	THURSDAY	14	0	0	0	0	0	0	XNA		0.6871632964273467	0.5602843280409464	0.23199999999999998	0.141	0.9856			0.24	0.2069	0.3333		0.1918		0.2423			0.2363	0.1463	0.9856			0.2417	0.2069	0.3333		0.1961		0.2525			0.2342	0.141	0.9856			0.24	0.2069	0.3333		0.1951		0.2467				block of flats	0.2399	Panel	No	3.0	1.0	3.0	1.0	-2318.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	5.0
261975	0	Cash loans	F	N	N	1	112500.0	755190.0	32125.5	675000.0	Unaccompanied	Working	Secondary / secondary special	Married	With parents	0.028663	-10759	-338	-3572.0	-2346		1	1	0	1	0	0	Core staff	3.0	2	2	THURSDAY	13	0	0	0	1	1	0	Business Entity Type 3		0.2467287677938501	0.8435435389318647																																																7.0	0.0	7.0	0.0	0.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
393845	0	Cash loans	M	N	Y	2	112500.0	640080.0	31261.5	450000.0	Unaccompanied	Working	Secondary / secondary special	Married	House / apartment	0.02461	-14066	-738	-2469.0	-4295		1	1	0	1	0	0	Drivers	4.0	2	2	TUESDAY	11	0	0	0	0	1	1	Business Entity Type 3		0.2849612514105212	0.7910749129911773																																																0.0	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
433330	0	Cash loans	F	N	N	0	112500.0	904500.0	37458.0	904500.0	Group of people	Working	Secondary / secondary special	Married	House / apartment	0.010966	-20383	-1288	-10523.0	-3290		1	1	0	1	0	0	Cleaning staff	2.0	2	2	THURSDAY	10	0	0	0	0	0	0	School		0.6389163672145117	0.6956219298394389	0.0742	0.05	0.9856	0.8028	0.0139	0.08	0.069	0.3333		0.061		0.0693		0.0108	0.0756	0.0519	0.9856	0.8105	0.0141	0.0806	0.069	0.3333		0.0624		0.0722		0.0114	0.0749	0.05	0.9856	0.8054	0.013999999999999999	0.08	0.069	0.3333		0.0621		0.0706		0.011000000000000001	org spec account	block of flats	0.0621	Panel	No	0.0	0.0	0.0	0.0	-2526.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	2.0
380607	0	Cash loans	M	N	Y	0	247500.0	1574788.5	43434.0	1233000.0	Children	Commercial associate	Secondary / secondary special	Married	House / apartment	0.072508	-23007	-4517	-12081.0	-3995		1	1	0	1	1	0	Laborers	2.0	1	1	MONDAY	11	0	0	0	0	0	0	Other		0.6901405645902217	0.5762088360175724	0.1644	0.079	0.9821	0.7552	0.0956	0.24	0.1034	0.5417	0.5833	0.0	0.1336	0.0888	0.0019	0.0012	0.1345	0.047	0.9811	0.7517	0.0839	0.1611	0.069	0.4583	0.5	0.0	0.1166	0.0845	0.0	0.0	0.166	0.079	0.9821	0.7585	0.0962	0.24	0.1034	0.5417	0.5833	0.0	0.136	0.0904	0.0019	0.0012	reg oper account	block of flats	0.1093	Panel	No	0.0	0.0	0.0	0.0	-1470.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	2.0	6.0
156748	0	Cash loans	F	N	N	0	119250.0	900000.0	24880.5	900000.0	Unaccompanied	Working	Higher education	Single / not married	House / apartment	0.026392	-9804	-257	-4442.0	-2484		1	1	1	1	1	0	High skill tech staff	1.0	2	2	FRIDAY	12	0	0	0	0	1	1	Business Entity Type 3	0.6427250086252503	0.6640367684877986	0.6195277080511546	0.233	0.2331	0.9886			0.0	0.1379	0.1667		0.2258		0.1842		0.085	0.2374	0.2419	0.9886			0.0	0.1379	0.1667		0.2309		0.1919		0.09	0.2352	0.2331	0.9886			0.0	0.1379	0.1667		0.2297		0.1875		0.0867		block of flats	0.15	Panel	No	3.0	0.0	3.0	0.0	-2187.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
359512	0	Cash loans	F	N	N	0	315000.0	1265724.0	39870.0	1134000.0	Unaccompanied	State servant	Secondary / secondary special	Married	House / apartment	0.006207	-19491	-3836	-5167.0	-3025		1	1	0	1	0	0	Secretaries	2.0	2	2	SATURDAY	10	0	0	0	0	0	0	Medicine		0.6386237114731407	0.8193176922872417			0.9747														0.9747														0.9747													block of flats	0.0264		No	0.0	0.0	0.0	0.0	-1281.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	4.0
122054	0	Cash loans	M	N	Y	2	135000.0	348264.0	36697.5	315000.0	Unaccompanied	Working	Secondary / secondary special	Married	Rented apartment	0.020246	-10594	-3831	-1947.0	-1947		1	1	0	1	0	0	Cooking staff	4.0	3	3	TUESDAY	7	0	0	0	0	0	0	Restaurant		0.4146756962078281																																																	0.0	0.0	0.0	0.0	-797.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
272179	0	Cash loans	F	Y	N	0	405000.0	2265570.0	59764.5	2025000.0	Unaccompanied	Pensioner	Higher education	Married	House / apartment	0.003122	-17470	365243	-5935.0	-1015	3.0	1	0	0	1	0	1		2.0	3	3	TUESDAY	13	0	0	0	0	0	0	XNA		0.5676581194927652	0.7738956942145427																																																0.0	0.0	0.0	0.0	-2941.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	2.0	3.0
346137	0	Cash loans	M	N	N	0	117000.0	360000.0	18378.0	360000.0	Unaccompanied	Working	Secondary / secondary special	Single / not married	House / apartment	0.019689	-14689	-3661	-7148.0	-4532		1	1	1	1	0	0	Low-skill Laborers	1.0	2	2	THURSDAY	12	0	0	0	0	0	0	Business Entity Type 3		0.32953359814107475	0.6430255641096323	0.0928	0.0852	0.9801	0.728	0.0451	0.0	0.2069	0.1667	0.0417	0.0875	0.0756	0.0874	0.0	0.0	0.0945	0.0884	0.9801	0.7387	0.0455	0.0	0.2069	0.1667	0.0417	0.0895	0.0826	0.0911	0.0	0.0	0.0937	0.0852	0.9801	0.7316	0.0453	0.0	0.2069	0.1667	0.0417	0.0891	0.077	0.08900000000000001	0.0	0.0	reg oper account	block of flats	0.0934	Panel	No	0.0	0.0	0.0	0.0	-2399.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	1.0
455946	0	Cash loans	M	Y	Y	0	121500.0	521280.0	28278.0	450000.0	Unaccompanied	Working	Lower secondary	Married	House / apartment	0.007120000000000001	-17752	-104	-10258.0	-1292	17.0	1	1	0	1	0	0	Laborers	2.0	2	2	SUNDAY	8	0	0	0	0	1	1	School		0.6645341913801509	0.746300213050371																																																1.0	1.0	1.0	1.0	-1606.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0
